-0.00000036	-0.4
-3.596E-07	-0.4
-3.592E-07	-0.2
-3.588E-07	-0.2
-3.584E-07	0
-0.000000358	-0.2
-3.576E-07	-0.2
-3.572E-07	-0.2
-3.568E-07	-0.2
-3.564E-07	-0.2
-0.000000356	-0.2
-3.556E-07	-0.2
-3.552E-07	-0.2
-3.548E-07	-0.2
-3.544E-07	0
-0.000000354	0
-3.536E-07	0
-3.532E-07	0
-3.528E-07	0
-3.524E-07	0
-0.000000352	0
-3.516E-07	0
-3.512E-07	0
-3.508E-07	0
-3.504E-07	0
-0.00000035	0
-3.496E-07	0
-3.492E-07	0.2
-3.488E-07	0.2
-3.484E-07	0.2
-0.000000348	0
-3.476E-07	0
-3.472E-07	0
-3.468E-07	0
-3.464E-07	0.2
-0.000000346	0.2
-3.456E-07	0.2
-3.452E-07	0
-3.448E-07	-0.2
-3.444E-07	-0.2
-0.000000344	-0.2
-3.436E-07	-0.2
-3.432E-07	0
-3.428E-07	0
-3.424E-07	0.2
-0.000000342	0
-3.416E-07	0
-3.412E-07	0
-3.408E-07	0
-3.404E-07	0
-0.00000034	0
-3.396E-07	0
-3.392E-07	0
-3.388E-07	0
-3.384E-07	0
-0.000000338	0
-3.376E-07	0
-3.372E-07	0
-3.368E-07	0
-3.364E-07	0
-0.000000336	-0.2
-3.356E-07	-0.2
-3.352E-07	-0.2
-3.348E-07	-0.4
-3.344E-07	-0.2
-0.000000334	-0.2
-3.336E-07	-0.2
-3.332E-07	0
-3.328E-07	0
-3.324E-07	0.2
-0.000000332	0
-3.316E-07	-0.2
-3.312E-07	-0.2
-3.308E-07	-0.2
-3.304E-07	-0.2
-0.00000033	-0.4
-3.296E-07	-0.4
-3.292E-07	-0.4
-3.288E-07	-0.4
-3.284E-07	-0.4
-0.000000328	-0.4
-3.276E-07	-0.4
-3.272E-07	-0.4
-3.268E-07	-0.4
-3.264E-07	-0.2
-0.000000326	-0.2
-3.256E-07	0
-3.252E-07	-0.2
-3.248E-07	-0.2
-3.244E-07	-0.2
-0.000000324	-0.4
-3.236E-07	-0.2
-3.232E-07	-0.2
-3.228E-07	-0.2
-3.224E-07	0
-0.000000322	-0.2
-3.216E-07	-0.2
-3.212E-07	-0.2
-3.208E-07	-0.2
-3.204E-07	0
-0.00000032	0
-3.196E-07	0
-3.192E-07	-0.2
-3.188E-07	-0.2
-3.184E-07	-0.2
-0.000000318	-0.2
-3.176E-07	-0.2
-3.172E-07	0
